timestamp,rainfall_mm,soil_moisture,river_discharge_m3s,groundwater_index,impervious_fraction
2021-07-17 17:00:00,0.122,0.9423,10.19,0.8487,0.15
2021-07-17 18:00:00,0.505,0.9428,23.67,0.8544,0.15
2021-07-17 19:00:00,0.352,0.9425,16.15,0.8268,0.15
2021-07-17 20:00:00,0.36,0.9415,15.67,0.859,0.15
2021-07-17 21:00:00,0.439,0.9416,10.0,0.8565,0.15
2021-07-17 22:00:00,0.835,0.943,25.16,0.8405,0.15
2021-07-17 23:00:00,0.322,0.9428,22.76,0.8459,0.15
2021-07-18 00:00:00,0.043,0.9408,20.57,0.8174,0.15
2021-07-18 01:00:00,0.46,0.9401,30.78,0.8411,0.15
2021-07-18 02:00:00,0.414,0.9412,34.04,0.8472,0.15
2021-07-18 03:00:00,0.482,0.942,24.87,0.8504,0.15
2021-07-18 04:00:00,0.105,0.9401,17.13,0.8518,0.15
2021-07-18 05:00:00,0.232,0.9394,19.96,0.8491,0.15
2021-07-18 06:00:00,0.022,0.9374,12.66,0.8397,0.15
2021-07-18 07:00:00,0.105,0.9351,10.0,0.8459,0.15
2021-07-18 08:00:00,0.173,0.934,10.0,0.8557,0.15
2021-07-18 09:00:00,0.134,0.9321,10.0,0.8374,0.15
2021-07-18 10:00:00,0.472,0.9315,23.62,0.8431,0.15
2021-07-18 11:00:00,0.131,0.9285,22.72,0.8329,0.15
2021-07-18 12:00:00,1.299,0.9327,17.95,0.8297,0.15
2021-07-18 13:00:00,0.112,0.9318,10.66,0.8465,0.15
2021-07-18 14:00:00,0.21,0.9301,10.0,0.8288,0.15
2021-07-18 15:00:00,0.022,0.9308,10.0,0.8435,0.15
2021-07-18 16:00:00,0.247,0.9309,17.92,0.8382,0.15
2021-07-18 17:00:00,0.14,0.9309,34.18,0.8333,0.15
2021-07-18 18:00:00,1.087,0.9351,40.24,0.8367,0.15
2021-07-18 19:00:00,0.204,0.936,35.49,0.8348,0.15
2021-07-18 20:00:00,0.022,0.9333,27.87,0.8153,0.15
2021-07-18 21:00:00,0.029,0.9289,16.99,0.8418,0.15
2021-07-18 22:00:00,0.025,0.9266,31.53,0.8374,0.15
2021-07-18 23:00:00,0.113,0.9257,26.69,0.8459,0.15
2021-07-19 00:00:00,0.1,0.9244,40.81,0.824,0.15
2021-07-19 01:00:00,0.988,0.9276,51.01,0.8633,0.15
2021-07-19 02:00:00,0.055,0.9272,31.19,0.8288,0.15
2021-07-19 03:00:00,0.307,0.9271,23.35,0.8213,0.15
2021-07-19 04:00:00,0.145,0.9266,15.77,0.8191,0.15
2021-07-19 05:00:00,0.32,0.9253,14.52,0.8067,0.15
2021-07-19 06:00:00,0.101,0.9227,12.7,0.8534,0.15
2021-07-19 07:00:00,0.018,0.9224,35.22,0.8507,0.15
2021-07-19 08:00:00,0.066,0.9208,22.64,0.8378,0.15
2021-07-19 09:00:00,0.123,0.9188,22.24,0.8135,0.15
2021-07-19 10:00:00,0.634,0.9194,27.04,0.8546,0.15
2021-07-19 11:00:00,0.353,0.9185,25.2,0.8214,0.15
2021-07-19 12:00:00,0.068,0.9161,23.33,0.8205,0.15
2021-07-19 13:00:00,0.172,0.9137,12.86,0.8439,0.15
2021-07-19 14:00:00,0.107,0.9107,12.59,0.8295,0.15
2021-07-19 15:00:00,0.007,0.9086,15.2,0.8507,0.15
2021-07-19 16:00:00,0.045,0.9062,16.18,0.8193,0.15
2021-07-19 17:00:00,0.366,0.9071,20.26,0.8105,0.15
2021-07-19 18:00:00,0.261,0.9067,30.18,0.8069,0.15
2021-07-19 19:00:00,0.14,0.9057,34.61,0.7874,0.15
2021-07-19 20:00:00,0.312,0.9045,32.28,0.8099,0.15
2021-07-19 21:00:00,0.507,0.9049,21.06,0.8316,0.15
2021-07-19 22:00:00,0.487,0.9057,15.68,0.8241,0.15
2021-07-19 23:00:00,0.04,0.9047,12.2,0.8145,0.15
2021-07-20 00:00:00,0.724,0.9062,15.65,0.8006,0.15
2021-07-20 01:00:00,0.051,0.9055,10.15,0.8184,0.15
2021-07-20 02:00:00,0.384,0.9054,10.0,0.8301,0.15
2021-07-20 03:00:00,0.031,0.9044,10.0,0.8204,0.15
2021-07-20 04:00:00,0.067,0.9022,10.0,0.8145,0.15
2021-07-20 05:00:00,0.394,0.9004,10.0,0.7984,0.15
2021-07-20 06:00:00,0.095,0.8991,10.0,0.8222,0.15
2021-07-20 07:00:00,0.091,0.8983,10.0,0.7615,0.15
2021-07-20 08:00:00,0.768,0.9007,10.0,0.8164,0.15
2021-07-20 09:00:00,0.049,0.8994,10.0,0.848,0.15
2021-07-20 10:00:00,0.269,0.8984,12.91,0.7859,0.15
2021-07-20 11:00:00,0.52,0.8982,19.37,0.8047,0.15
2021-07-20 12:00:00,0.263,0.8981,13.7,0.8081,0.15
2021-07-20 13:00:00,0.149,0.8972,10.0,0.8006,0.15
2021-07-20 14:00:00,0.007,0.8947,13.13,0.8208,0.15
2021-07-20 15:00:00,0.332,0.8955,10.0,0.813,0.15
2021-07-20 16:00:00,0.328,0.8942,10.0,0.8071,0.15
2021-07-20 17:00:00,0.248,0.8929,19.36,0.8156,0.15
2021-07-20 18:00:00,0.239,0.8937,25.07,0.8046,0.15
2021-07-20 19:00:00,0.348,0.8943,28.26,0.8526,0.15
2021-07-20 20:00:00,0.045,0.8922,32.46,0.8052,0.15
2021-07-20 21:00:00,0.134,0.8911,13.28,0.805,0.15
2021-07-20 22:00:00,0.631,0.8924,25.04,0.7775,0.15
2021-07-20 23:00:00,0.021,0.8878,25.25,0.7909,0.15
2021-07-21 00:00:00,0.884,0.8893,33.84,0.8176,0.15
2021-07-21 01:00:00,0.422,0.8894,34.57,0.7804,0.15
2021-07-21 02:00:00,0.124,0.8876,31.31,0.7665,0.15
2021-07-21 03:00:00,0.193,0.8869,26.12,0.7987,0.15
2021-07-21 04:00:00,0.356,0.8878,27.35,0.8196,0.15
2021-07-21 05:00:00,0.024,0.8856,21.67,0.7976,0.15
2021-07-21 06:00:00,0.217,0.8836,26.88,0.7902,0.15
2021-07-21 07:00:00,0.282,0.8833,12.09,0.7671,0.15
2021-07-21 08:00:00,0.481,0.8834,10.0,0.8018,0.15
2021-07-21 09:00:00,0.528,0.8839,27.27,0.8054,0.15
2021-07-21 10:00:00,0.843,0.8858,22.36,0.7705,0.15
2021-07-21 11:00:00,0.22,0.8872,18.65,0.8155,0.15
2021-07-21 12:00:00,0.566,0.8857,11.62,0.8087,0.15
2021-07-21 13:00:00,0.086,0.8838,13.25,0.8124,0.15
2021-07-21 14:00:00,0.231,0.8829,10.0,0.8034,0.15
2021-07-21 15:00:00,0.3,0.8817,10.0,0.8033,0.15
2021-07-21 16:00:00,0.169,0.8814,16.27,0.8011,0.15
2021-07-21 17:00:00,0.261,0.8815,10.0,0.8064,0.15
2021-07-21 18:00:00,0.692,0.8829,17.88,0.7674,0.15
2021-07-21 19:00:00,0.313,0.8822,23.56,0.7715,0.15
2021-07-21 20:00:00,0.2,0.8811,29.97,0.782,0.15
2021-07-21 21:00:00,0.652,0.8823,30.11,0.7921,0.15
2021-07-21 22:00:00,0.709,0.8837,55.26,0.8012,0.15
2021-07-21 23:00:00,0.246,0.8828,58.05,0.7994,0.15
