timestamp,rainfall_mm,soil_moisture,river_discharge_m3s,groundwater_index,impervious_fraction
2019-03-26 18:00:00,0.709,0.7793,50.0,0.6499,0.22
2019-03-26 19:00:00,0.009,0.7772,51.56,0.6501,0.22
2019-03-26 20:00:00,0.888,0.7768,55.55,0.6378,0.22
2019-03-26 21:00:00,0.011,0.7786,50.0,0.6871,0.22
2019-03-26 22:00:00,0.479,0.774,50.0,0.6792,0.22
2019-03-26 23:00:00,0.03,0.7715,50.0,0.6666,0.22
2019-03-27 00:00:00,0.16,0.7669,50.0,0.6913,0.22
2019-03-27 01:00:00,0.292,0.7641,50.0,0.6457,0.22
2019-03-27 02:00:00,1.088,0.7657,50.0,0.7115,0.22
2019-03-27 03:00:00,0.108,0.7585,53.91,0.6402,0.22
2019-03-27 04:00:00,1.943,0.7638,50.33,0.6543,0.22
2019-03-27 05:00:00,1.089,0.7689,50.0,0.6456,0.22
2019-03-27 06:00:00,0.04,0.7652,51.73,0.6578,0.22
2019-03-27 07:00:00,0.004,0.7627,58.13,0.665,0.22
2019-03-27 08:00:00,0.085,0.7621,50.72,0.6455,0.22
2019-03-27 09:00:00,0.487,0.7607,50.0,0.6822,0.22
2019-03-27 10:00:00,3.085,0.7689,59.74,0.6584,0.22
2019-03-27 11:00:00,0.178,0.7621,50.0,0.6532,0.22
2019-03-27 12:00:00,0.699,0.7631,52.19,0.6305,0.22
2019-03-27 13:00:00,0.042,0.7601,50.0,0.6544,0.22
2019-03-27 14:00:00,0.781,0.7582,50.0,0.6418,0.22
2019-03-27 15:00:00,0.994,0.7594,50.0,0.6333,0.22
2019-03-27 16:00:00,1.109,0.7597,50.0,0.6302,0.22
2019-03-27 17:00:00,1.125,0.7601,50.0,0.6995,0.22
2019-03-27 18:00:00,0.823,0.7616,50.0,0.6421,0.22
2019-03-27 19:00:00,0.042,0.7561,51.04,0.6136,0.22
2019-03-27 20:00:00,0.412,0.7569,50.0,0.6294,0.22
2019-03-27 21:00:00,0.218,0.7519,50.0,0.6381,0.22
2019-03-27 22:00:00,0.234,0.7485,50.0,0.6472,0.22
2019-03-27 23:00:00,1.117,0.7539,50.0,0.6519,0.22
2019-03-28 00:00:00,15.156,0.8137,72.43,0.7052,0.22
2019-03-28 01:00:00,18.9,0.8865,99.08,0.7407,0.22
2019-03-28 02:00:00,38.705,0.99,162.23,0.8483,0.22
2019-03-28 03:00:00,10.865,0.99,163.67,0.824,0.22
2019-03-28 04:00:00,18.138,0.99,175.5,0.8291,0.22
2019-03-28 05:00:00,16.734,0.99,190.4,0.8231,0.22
2019-03-28 06:00:00,28.781,0.99,222.44,0.8177,0.22
2019-03-28 07:00:00,16.349,0.99,226.49,0.8628,0.22
2019-03-28 08:00:00,20.791,0.99,237.54,0.8553,0.22
2019-03-28 09:00:00,10.378,0.99,236.81,0.861,0.22
2019-03-28 10:00:00,31.764,0.99,261.37,0.8423,0.22
2019-03-28 11:00:00,7.902,0.99,250.26,0.857,0.22
2019-03-28 12:00:00,25.274,0.99,268.6,0.8063,0.22
2019-03-28 13:00:00,20.949,0.99,283.52,0.8588,0.22
2019-03-28 14:00:00,22.334,0.99,291.31,0.845,0.22
2019-03-28 15:00:00,8.007,0.99,270.81,0.854,0.22
2019-03-28 16:00:00,15.951,0.99,263.49,0.8491,0.22
2019-03-28 17:00:00,28.691,0.99,279.15,0.8218,0.22
2019-03-28 18:00:00,42.326,0.99,313.74,0.8115,0.22
2019-03-28 19:00:00,17.742,0.99,314.48,0.8273,0.22
2019-03-28 20:00:00,28.393,0.99,325.96,0.8528,0.22
2019-03-28 21:00:00,20.39,0.99,326.96,0.8553,0.22
2019-03-28 22:00:00,17.861,0.99,323.72,0.8141,0.22
2019-03-28 23:00:00,16.263,0.99,320.02,0.8219,0.22
2019-03-29 00:00:00,18.564,0.99,328.87,0.827,0.22
2019-03-29 01:00:00,27.226,0.99,346.71,0.8344,0.22
2019-03-29 02:00:00,26.724,0.99,359.14,0.8143,0.22
2019-03-29 03:00:00,9.133,0.99,341.81,0.8131,0.22
2019-03-29 04:00:00,14.518,0.99,334.07,0.8251,0.22
2019-03-29 05:00:00,10.074,0.99,324.1,0.8432,0.22
2019-03-29 06:00:00,20.154,0.99,331.32,0.8179,0.22
2019-03-29 07:00:00,15.518,0.99,323.55,0.8392,0.22
2019-03-29 08:00:00,21.913,0.99,330.72,0.8627,0.22
2019-03-29 09:00:00,22.574,0.99,327.97,0.8155,0.22
2019-03-29 10:00:00,4.392,0.99,309.38,0.8374,0.22
2019-03-29 11:00:00,18.304,0.99,315.89,0.862,0.22
2019-03-29 12:00:00,32.408,0.99,337.83,0.8331,0.22
2019-03-29 13:00:00,14.13,0.99,341.08,0.83,0.22
2019-03-29 14:00:00,14.239,0.99,330.75,0.8648,0.22
2019-03-29 15:00:00,30.633,0.99,351.33,0.8354,0.22
2019-03-29 16:00:00,27.766,0.99,364.69,0.8636,0.22
2019-03-29 17:00:00,11.172,0.99,351.77,0.8501,0.22
2019-03-29 18:00:00,26.145,0.99,362.28,0.8346,0.22
2019-03-29 19:00:00,12.444,0.99,352.5,0.8511,0.22
2019-03-29 20:00:00,14.053,0.99,349.62,0.8479,0.22
2019-03-29 21:00:00,10.648,0.99,344.51,0.8619,0.22
2019-03-29 22:00:00,8.964,0.99,330.38,0.8305,0.22
2019-03-29 23:00:00,19.533,0.99,337.33,0.8423,0.22
2019-03-30 00:00:00,8.094,0.99,318.97,0.8403,0.22
2019-03-30 01:00:00,20.034,0.99,327.34,0.8556,0.22
2019-03-30 02:00:00,19.52,0.99,326.62,0.821,0.22
2019-03-30 03:00:00,17.653,0.99,332.42,0.8618,0.22
2019-03-30 04:00:00,15.071,0.99,339.49,0.8508,0.22
2019-03-30 05:00:00,12.884,0.99,331.04,0.8152,0.22
2019-03-30 06:00:00,9.909,0.99,308.46,0.8657,0.22
2019-03-30 07:00:00,37.507,0.99,337.3,0.8862,0.22
2019-03-30 08:00:00,16.669,0.99,341.48,0.8615,0.22
2019-03-30 09:00:00,16.577,0.99,341.8,0.87,0.22
2019-03-30 10:00:00,11.216,0.99,332.52,0.8432,0.22
2019-03-30 11:00:00,34.72,0.99,363.04,0.8083,0.22
2019-03-30 12:00:00,13.789,0.99,357.1,0.8046,0.22
2019-03-30 13:00:00,21.912,0.99,367.49,0.8466,0.22
2019-03-30 14:00:00,22.889,0.99,377.02,0.8297,0.22
2019-03-30 15:00:00,19.927,0.99,384.36,0.8232,0.22
2019-03-30 16:00:00,8.156,0.99,367.64,0.8402,0.22
2019-03-30 17:00:00,25.683,0.99,381.28,0.8538,0.22
2019-03-30 18:00:00,15.27,0.99,372.15,0.8124,0.22
2019-03-30 19:00:00,27.317,0.99,380.34,0.8325,0.22
2019-03-30 20:00:00,13.332,0.99,378.45,0.8717,0.22
2019-03-30 21:00:00,18.019,0.99,376.28,0.82,0.22
2019-03-30 22:00:00,23.586,0.99,385.58,0.8589,0.22
2019-03-30 23:00:00,32.99,0.99,404.84,0.8318,0.22
2019-03-31 00:00:00,25.644,0.99,407.98,0.8524,0.22
2019-03-31 01:00:00,23.82,0.99,411.13,0.8634,0.22
2019-03-31 02:00:00,25.992,0.99,424.41,0.8563,0.22
2019-03-31 03:00:00,12.186,0.99,411.51,0.8597,0.22
2019-03-31 04:00:00,27.799,0.99,411.73,0.8185,0.22
2019-03-31 05:00:00,16.159,0.99,401.95,0.8638,0.22
2019-03-31 06:00:00,16.439,0.99,403.37,0.8244,0.22
2019-03-31 07:00:00,19.112,0.99,398.7,0.8467,0.22
2019-03-31 08:00:00,16.191,0.99,382.09,0.8467,0.22
2019-03-31 09:00:00,12.431,0.99,379.63,0.8512,0.22
2019-03-31 10:00:00,18.705,0.99,380.73,0.8482,0.22
2019-03-31 11:00:00,16.373,0.99,374.48,0.8246,0.22
2019-03-31 12:00:00,17.002,0.99,368.17,0.8145,0.22
2019-03-31 13:00:00,17.675,0.99,370.64,0.8589,0.22
2019-03-31 14:00:00,5.178,0.99,346.05,0.8452,0.22
2019-03-31 15:00:00,16.963,0.99,349.55,0.8645,0.22
2019-03-31 16:00:00,35.215,0.99,377.12,0.8406,0.22
2019-03-31 17:00:00,34.606,0.99,400.08,0.8134,0.22
2019-03-31 18:00:00,19.264,0.99,397.7,0.8608,0.22
2019-03-31 19:00:00,18.883,0.99,393.33,0.8341,0.22
2019-03-31 20:00:00,4.768,0.99,374.24,0.8483,0.22
2019-03-31 21:00:00,13.616,0.99,360.4,0.8286,0.22
2019-03-31 22:00:00,25.953,0.99,362.39,0.8744,0.22
2019-03-31 23:00:00,15.008,0.99,358.98,0.824,0.22
2019-04-01 00:00:00,30.236,0.99,378.77,0.8348,0.22
2019-04-01 01:00:00,29.392,0.99,394.96,0.8436,0.22
2019-04-01 02:00:00,13.595,0.99,385.79,0.8197,0.22
2019-04-01 03:00:00,19.711,0.99,382.89,0.8481,0.22
2019-04-01 04:00:00,36.537,0.99,411.01,0.8737,0.22
2019-04-01 05:00:00,8.115,0.99,390.07,0.8317,0.22
2019-04-01 06:00:00,15.396,0.99,379.52,0.8494,0.22
2019-04-01 07:00:00,7.493,0.99,358.84,0.7865,0.22
2019-04-01 08:00:00,11.75,0.99,357.86,0.8407,0.22
2019-04-01 09:00:00,42.148,0.99,383.78,0.8352,0.22
2019-04-01 10:00:00,15.847,0.99,379.35,0.8251,0.22
2019-04-01 11:00:00,5.576,0.99,348.97,0.8631,0.22
2019-04-01 12:00:00,10.839,0.99,336.77,0.835,0.22
2019-04-01 13:00:00,7.57,0.99,319.01,0.838,0.22
2019-04-01 14:00:00,19.817,0.99,312.79,0.834,0.22
2019-04-01 15:00:00,22.913,0.99,324.08,0.8032,0.22
2019-04-01 16:00:00,28.27,0.99,338.66,0.8189,0.22
2019-04-01 17:00:00,25.233,0.99,338.92,0.8607,0.22
2019-04-01 18:00:00,8.98,0.99,329.48,0.7993,0.22
2019-04-01 19:00:00,22.706,0.99,344.35,0.8262,0.22
2019-04-01 20:00:00,17.111,0.99,349.92,0.8335,0.22
2019-04-01 21:00:00,30.069,0.99,368.83,0.8764,0.22
2019-04-01 22:00:00,28.17,0.99,381.81,0.8569,0.22
2019-04-01 23:00:00,44.637,0.99,424.86,0.8304,0.22
2019-04-02 00:00:00,11.527,0.99,416.57,0.8676,0.22
2019-04-02 01:00:00,11.19,0.99,405.7,0.8267,0.22
2019-04-02 02:00:00,14.358,0.99,390.07,0.8617,0.22
2019-04-02 03:00:00,17.419,0.99,386.0,0.8143,0.22
2019-04-02 04:00:00,12.73,0.99,376.41,0.863,0.22
2019-04-02 05:00:00,11.468,0.99,354.45,0.8334,0.22
2019-04-02 06:00:00,21.625,0.99,360.88,0.8209,0.22
2019-04-02 07:00:00,14.444,0.99,365.04,0.8372,0.22
2019-04-02 08:00:00,12.974,0.99,358.5,0.847,0.22
2019-04-02 09:00:00,8.812,0.99,350.41,0.8316,0.22
2019-04-02 10:00:00,4.661,0.99,330.28,0.8526,0.22
2019-04-02 11:00:00,35.6,0.99,356.89,0.8298,0.22
2019-04-02 12:00:00,35.481,0.99,383.47,0.8539,0.22
2019-04-02 13:00:00,27.545,0.99,390.03,0.8503,0.22
2019-04-02 14:00:00,24.795,0.99,391.2,0.8403,0.22
2019-04-02 15:00:00,13.606,0.99,386.64,0.8327,0.22
2019-04-02 16:00:00,24.378,0.99,399.14,0.8445,0.22
2019-04-02 17:00:00,9.969,0.99,377.21,0.8525,0.22
2019-04-02 18:00:00,20.469,0.99,382.57,0.8827,0.22
2019-04-02 19:00:00,11.824,0.99,369.27,0.8603,0.22
2019-04-02 20:00:00,24.575,0.99,378.29,0.861,0.22
2019-04-02 21:00:00,38.066,0.99,407.43,0.9033,0.22
2019-04-02 22:00:00,10.608,0.99,395.72,0.8518,0.22
2019-04-02 23:00:00,13.732,0.99,385.07,0.8512,0.22
2019-04-03 00:00:00,21.07,0.99,392.92,0.8556,0.22
2019-04-03 01:00:00,6.289,0.99,372.47,0.8213,0.22
2019-04-03 02:00:00,7.236,0.99,356.64,0.8326,0.22
2019-04-03 03:00:00,37.276,0.99,379.86,0.8314,0.22
2019-04-03 04:00:00,21.394,0.99,392.36,0.8545,0.22
2019-04-03 05:00:00,13.353,0.99,383.35,0.838,0.22
2019-04-03 06:00:00,18.79,0.99,384.43,0.8443,0.22
2019-04-03 07:00:00,14.497,0.99,367.38,0.8632,0.22
2019-04-03 08:00:00,20.024,0.99,363.91,0.8588,0.22
2019-04-03 09:00:00,14.714,0.99,363.06,0.8383,0.22
2019-04-03 10:00:00,17.978,0.99,362.42,0.8281,0.22
2019-04-03 11:00:00,25.784,0.99,362.53,0.8642,0.22
2019-04-03 12:00:00,25.135,0.99,376.42,0.857,0.22
2019-04-03 13:00:00,36.966,0.99,399.04,0.8094,0.22
2019-04-03 14:00:00,24.338,0.99,410.68,0.8352,0.22
2019-04-03 15:00:00,18.827,0.99,405.63,0.8448,0.22
2019-04-03 16:00:00,40.353,0.99,434.73,0.8571,0.22
2019-04-03 17:00:00,16.38,0.99,430.41,0.8597,0.22
2019-04-03 18:00:00,4.869,0.99,398.8,0.8472,0.22
2019-04-03 19:00:00,27.409,0.99,403.04,0.8532,0.22
2019-04-03 20:00:00,21.269,0.99,401.72,0.8428,0.22
2019-04-03 21:00:00,19.035,0.99,402.27,0.828,0.22
2019-04-03 22:00:00,27.658,0.99,404.92,0.8363,0.22
2019-04-03 23:00:00,16.544,0.99,389.0,0.8419,0.22
2019-04-04 00:00:00,0.397,0.9863,362.6,0.8377,0.22
2019-04-04 01:00:00,0.731,0.9819,331.67,0.7969,0.22
2019-04-04 02:00:00,0.445,0.9802,303.84,0.8252,0.22
2019-04-04 03:00:00,0.369,0.9775,270.8,0.832,0.22
2019-04-04 04:00:00,0.288,0.9725,246.18,0.821,0.22
2019-04-04 05:00:00,0.012,0.9705,226.46,0.82,0.22
2019-04-04 06:00:00,1.964,0.9744,215.94,0.838,0.22
2019-04-04 07:00:00,0.521,0.9714,195.59,0.8041,0.22
2019-04-04 08:00:00,1.38,0.9728,190.3,0.7943,0.22
2019-04-04 09:00:00,2.022,0.98,174.69,0.8261,0.22
2019-04-04 10:00:00,0.775,0.9813,158.46,0.8494,0.22
2019-04-04 11:00:00,0.24,0.979,153.83,0.8659,0.22
2019-04-04 12:00:00,0.317,0.9785,143.06,0.8474,0.22
2019-04-04 13:00:00,0.05,0.9734,128.93,0.798,0.22
2019-04-04 14:00:00,1.185,0.9752,119.61,0.8243,0.22
2019-04-04 15:00:00,0.588,0.9749,117.69,0.8338,0.22
2019-04-04 16:00:00,1.374,0.9764,117.67,0.8335,0.22
2019-04-04 17:00:00,1.212,0.9791,105.99,0.843,0.22
2019-04-04 18:00:00,0.021,0.9746,97.33,0.8101,0.22
2019-04-04 19:00:00,0.882,0.9762,91.32,0.8311,0.22
2019-04-04 20:00:00,0.073,0.9746,79.19,0.8368,0.22
2019-04-04 21:00:00,0.038,0.9659,72.63,0.8375,0.22
2019-04-04 22:00:00,0.568,0.9676,67.7,0.8063,0.22
2019-04-04 23:00:00,0.304,0.9597,68.44,0.8088,0.22
2019-04-05 00:00:00,0.788,0.9586,70.19,0.7607,0.22
2019-04-05 01:00:00,1.635,0.9642,65.38,0.8071,0.22
2019-04-05 02:00:00,0.275,0.9617,59.49,0.8069,0.22
2019-04-05 03:00:00,0.462,0.9576,58.75,0.7936,0.22
2019-04-05 04:00:00,0.002,0.9524,51.12,0.8129,0.22
2019-04-05 05:00:00,0.116,0.9519,50.15,0.808,0.22
2019-04-05 06:00:00,0.561,0.9473,50.0,0.76,0.22
2019-04-05 07:00:00,0.006,0.9466,50.0,0.8089,0.22
2019-04-05 08:00:00,0.524,0.9456,50.0,0.7852,0.22
2019-04-05 09:00:00,0.496,0.9422,53.98,0.8106,0.22
2019-04-05 10:00:00,0.049,0.9382,50.0,0.7718,0.22
2019-04-05 11:00:00,1.3,0.9384,56.15,0.7982,0.22
2019-04-05 12:00:00,0.726,0.94,50.18,0.7933,0.22
2019-04-05 13:00:00,1.198,0.9433,50.0,0.8078,0.22
2019-04-05 14:00:00,0.083,0.9372,58.09,0.7991,0.22
2019-04-05 15:00:00,0.702,0.9362,50.0,0.7906,0.22
2019-04-05 16:00:00,0.21,0.9323,50.0,0.7617,0.22
2019-04-05 17:00:00,1.523,0.938,54.72,0.7677,0.22
2019-04-05 18:00:00,0.332,0.9336,50.0,0.7819,0.22
2019-04-05 19:00:00,0.482,0.9357,50.0,0.7952,0.22
2019-04-05 20:00:00,0.163,0.9333,50.0,0.7811,0.22
2019-04-05 21:00:00,0.322,0.9293,50.0,0.8024,0.22
2019-04-05 22:00:00,0.697,0.9277,50.0,0.783,0.22
2019-04-05 23:00:00,0.531,0.9252,50.0,0.7671,0.22
2019-04-06 00:00:00,0.007,0.9197,50.0,0.7762,0.22
2019-04-06 01:00:00,0.018,0.917,50.0,0.7839,0.22
2019-04-06 02:00:00,0.306,0.9127,50.0,0.7823,0.22
2019-04-06 03:00:00,0.753,0.9084,50.0,0.8097,0.22
2019-04-06 04:00:00,0.467,0.9065,50.0,0.7571,0.22
2019-04-06 05:00:00,0.1,0.9003,50.0,0.7638,0.22
2019-04-06 06:00:00,0.812,0.899,50.0,0.7727,0.22
2019-04-06 07:00:00,1.686,0.901,50.0,0.7653,0.22
2019-04-06 08:00:00,0.205,0.897,50.0,0.7525,0.22
2019-04-06 09:00:00,0.325,0.8993,50.0,0.7335,0.22
2019-04-06 10:00:00,0.295,0.8976,50.0,0.7528,0.22
2019-04-06 11:00:00,0.174,0.8958,50.0,0.74,0.22
2019-04-06 12:00:00,0.213,0.8901,53.5,0.7221,0.22
2019-04-06 13:00:00,0.179,0.8865,50.0,0.7376,0.22
2019-04-06 14:00:00,0.101,0.8844,50.0,0.7308,0.22
2019-04-06 15:00:00,0.03,0.8794,50.0,0.7592,0.22
2019-04-06 16:00:00,0.169,0.8789,50.0,0.7591,0.22
2019-04-06 17:00:00,1.085,0.8779,55.46,0.7281,0.22
2019-04-06 18:00:00,0.194,0.8751,53.86,0.7386,0.22
2019-04-06 19:00:00,0.135,0.8714,50.0,0.7036,0.22
2019-04-06 20:00:00,0.777,0.8719,50.0,0.7312,0.22
2019-04-06 21:00:00,0.259,0.8686,52.55,0.7463,0.22
2019-04-06 22:00:00,0.716,0.8679,50.0,0.7543,0.22
2019-04-06 23:00:00,0.581,0.8668,51.85,0.7225,0.22
2019-04-07 00:00:00,0.581,0.8647,50.0,0.756,0.22
2019-04-07 01:00:00,0.182,0.8633,50.0,0.7035,0.22
2019-04-07 02:00:00,0.427,0.8625,50.0,0.7082,0.22
2019-04-07 03:00:00,1.452,0.8652,50.0,0.7496,0.22
2019-04-07 04:00:00,0.679,0.864,50.0,0.7678,0.22
2019-04-07 05:00:00,0.611,0.8651,53.35,0.7452,0.22
2019-04-07 06:00:00,0.303,0.8628,50.0,0.7326,0.22
2019-04-07 07:00:00,0.583,0.8615,50.0,0.6884,0.22
2019-04-07 08:00:00,0.367,0.8602,50.0,0.6907,0.22
2019-04-07 09:00:00,0.09,0.8609,50.0,0.7344,0.22
2019-04-07 10:00:00,0.177,0.856,50.0,0.7204,0.22
2019-04-07 11:00:00,0.085,0.8549,53.12,0.7045,0.22
2019-04-07 12:00:00,0.547,0.8503,54.47,0.724,0.22
2019-04-07 13:00:00,0.05,0.8479,52.66,0.723,0.22
2019-04-07 14:00:00,0.046,0.8482,50.0,0.7399,0.22
2019-04-07 15:00:00,0.108,0.8466,50.0,0.7224,0.22
2019-04-07 16:00:00,0.238,0.8449,50.0,0.7428,0.22
2019-04-07 17:00:00,0.088,0.8412,50.42,0.7151,0.22
2019-04-07 18:00:00,0.656,0.8408,50.0,0.7124,0.22
2019-04-07 19:00:00,0.387,0.8389,50.76,0.7343,0.22
2019-04-07 20:00:00,2.557,0.8445,56.46,0.6983,0.22
2019-04-07 21:00:00,1.707,0.8478,55.56,0.7769,0.22
2019-04-07 22:00:00,0.359,0.8466,50.77,0.7271,0.22
2019-04-07 23:00:00,0.318,0.8434,50.0,0.7245,0.22
2019-04-08 00:00:00,0.06,0.839,50.0,0.7236,0.22
2019-04-08 01:00:00,0.824,0.8366,50.0,0.7486,0.22
2019-04-08 02:00:00,1.763,0.8414,50.0,0.731,0.22
2019-04-08 03:00:00,0.329,0.8408,50.0,0.6826,0.22
2019-04-08 04:00:00,0.79,0.8414,50.72,0.7433,0.22
2019-04-08 05:00:00,0.01,0.8404,50.0,0.7075,0.22
2019-04-08 06:00:00,3.694,0.8524,50.0,0.7266,0.22
2019-04-08 07:00:00,0.053,0.8504,50.0,0.6972,0.22
2019-04-08 08:00:00,0.756,0.851,50.0,0.7339,0.22
2019-04-08 09:00:00,0.027,0.8479,50.0,0.7077,0.22
2019-04-08 10:00:00,0.172,0.8445,50.0,0.7199,0.22
2019-04-08 11:00:00,0.201,0.8468,51.5,0.7141,0.22
2019-04-08 12:00:00,0.529,0.845,50.0,0.7567,0.22
2019-04-08 13:00:00,0.033,0.8408,50.0,0.7543,0.22
2019-04-08 14:00:00,0.225,0.8395,52.79,0.7145,0.22
2019-04-08 15:00:00,0.121,0.8375,50.0,0.7132,0.22
2019-04-08 16:00:00,0.061,0.832,50.0,0.6997,0.22
2019-04-08 17:00:00,0.842,0.8346,50.0,0.7315,0.22
2019-04-08 18:00:00,0.241,0.8324,50.0,0.7009,0.22
2019-04-08 19:00:00,0.049,0.8273,50.0,0.6948,0.22
2019-04-08 20:00:00,0.287,0.8279,50.0,0.7232,0.22
2019-04-08 21:00:00,0.098,0.8265,55.35,0.6918,0.22
2019-04-08 22:00:00,0.001,0.821,50.0,0.6971,0.22
2019-04-08 23:00:00,0.055,0.8217,50.0,0.6669,0.22
